,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
17440,20071600260024,ASP,2020-07-03,RES,blank,1973/11,2.55,0,149,0,17114,blank,FR:305 SF / ,5739713,20071600260024,B,14.0,blank,blank,PINE TREE BLDG,松林大廈,blank,blank,HILLWOOD RD,山林道,25,27,KTST,KIL9700 / KIL9875,|PINE TREE BLDG松林大廈|Phase |Block ,山林道PINE TREE BLDG松林大廈|Phase|Block,山林道PINE TREE BLDG松林大廈|Phase|Block|14|B,尖沙咀,1973,47,PINE TREE BLDG松林大廈,25-27 HILLWOOD RD|山林道,25-27 HILLWOOD RD,25-27 山林道,"松林大廈,山林道","PINE TREE BLDG,HILLWOOD RD","PINE TREE BLDG,HILLWOOD RD|松林大廈,山林道",HILLWOOD RDblankPINE TREE BLDG松林大廈|Phaseblank|Blockblank|14|Bconsid2.55,14,中,低層,西北,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17147,19091802360013,ASP,2019-08-19,RES,blank,2002/09,18.0,1116,828,16129,21739,blank,BW:28 SF (GE/NE) / PF:15 SF (GE/NE) / ,5613368,19091802360013,C,12.0,3,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 3,廣東道THE VICTORIA TOWERS|Phase|Block3,廣東道THE VICTORIA TOWERS|Phase|Block3|12|C,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰3座,廣東道","THE VICTORIA TOWERS(BLOCK 3),CANTON RD","THE VICTORIA TOWERS(Block 3),CANTON RD|港景峰3座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block3|12|Cconsid18.0,12,很低,高層,北,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17339,20040600520080,ASP,2020-03-26,RES,blank,2002/09,18.0,1123,834,16028,21583,blank,BW:28 SF (GE/NE) / PF:15 SF (GE/NE) / ,5692962,20040600520080,C,15.0,1,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 1,廣東道THE VICTORIA TOWERS|Phase|Block1,廣東道THE VICTORIA TOWERS|Phase|Block1|15|C,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰1座,廣東道","THE VICTORIA TOWERS(BLOCK 1),CANTON RD","THE VICTORIA TOWERS(Block 1),CANTON RD|港景峰1座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block1|15|Cconsid18.0,15,很低,低層,南,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17016,19062100770031,ASP,2019-05-31,RES,blank,1965/12,18.1,0,833,0,21729,blank,blank,5569258,19062100770031,A,4.0,blank,blank,DELITE MANS,嘉麗大廈,blank,blank,GRANVILLE CIRT,嘉蘭圍,3,blank,KTST,KIL8799 / KIL8785,|DELITE MANS嘉麗大廈|Phase |Block ,嘉蘭圍DELITE MANS嘉麗大廈|Phase|Block,嘉蘭圍DELITE MANS嘉麗大廈|Phase|Block|4|A,尖沙咀,1965,55,DELITE MANS嘉麗大廈,3 GRANVILLE CIRT|嘉蘭圍,3 GRANVILLE CIRT,3 嘉蘭圍,"嘉麗大廈,嘉蘭圍","DELITE MANS,GRANVILLE CIRT","DELITE MANS,GRANVILLE CIRT|嘉麗大廈,嘉蘭圍",GRANVILLE CIRTblankDELITE MANS嘉麗大廈|Phaseblank|Blockblank|4|Aconsid18.1,4,近乎零,低層,東北,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17407,20061100720025,ASP,2020-06-04,RES,blank,2002/09,18.3,1116,828,16398,22101,blank,BW:28 SF (GE/NE) / PF:15 SF (GE/NE) / ,5721309,20061100720025,C,28.0,3,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 3,廣東道THE VICTORIA TOWERS|Phase|Block3,廣東道THE VICTORIA TOWERS|Phase|Block3|28|C,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰3座,廣東道","THE VICTORIA TOWERS(BLOCK 3),CANTON RD","THE VICTORIA TOWERS(Block 3),CANTON RD|港景峰3座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block3|28|Cconsid18.3,28,很低,高層,北,四正,良好,業主減價 上車筍盤 歡迎約睇
16822,19022800750236,ASP,2019-01-29,RES,blank,2002/05,19.0,920,689,20652,27576,G/L:NON PRIVATE-RES; SERVICE APT                                                ,BW:54 SF (GE/NE) / ,5505069,19022800750236,G,16.0,blank,blank,HARBOUR PINNACLE,凱譽,blank,blank,MINDEN AVE,棉登徑,8,blank,KTST,KIL11081,|HARBOUR PINNACLE凱譽|Phase |Block ,棉登徑HARBOUR PINNACLE凱譽|Phase|Block,棉登徑HARBOUR PINNACLE凱譽|Phase|Block|16|G,尖沙咀,2002,18,HARBOUR PINNACLE凱譽,8 MINDEN AVE|棉登徑,8 MINDEN AVE,8 棉登徑,"凱譽,棉登徑","HARBOUR PINNACLE,MINDEN AVE","HARBOUR PINNACLE,MINDEN AVE|凱譽,棉登徑",MINDEN AVEblankHARBOUR PINNACLE凱譽|Phaseblank|Blockblank|16|Gconsid19.0,16,很低,中層,東北,沒資料,有,單位實用四正 交通方便 配套完善
16870,19040902330239,ASP,2019-04-03,RES,blank,2009/01,19.98,0,839,0,23814,blank,BW:35 SF (NE) / ,5523037,19040902330239,K,41.0,blank,blank,THE MASTERPIECE,名鑄,blank,blank,HANOI RD,河內道,18,blank,KTST,KIL11188,|THE MASTERPIECE名鑄|Phase |Block ,河內道THE MASTERPIECE名鑄|Phase|Block,河內道THE MASTERPIECE名鑄|Phase|Block|41|K,尖沙咀,2009,11,THE MASTERPIECE名鑄,18 HANOI RD|河內道,18 HANOI RD,18 河內道,"名鑄,河內道","THE MASTERPIECE,HANOI RD","THE MASTERPIECE,HANOI RD|名鑄,河內道",HANOI RDblankTHE MASTERPIECE名鑄|Phaseblank|Blockblank|41|Kconsid19.98,41,很低,低層,北,四正,有,單位實用四正 交通方便 配套完善
17157,19100302050063,ASP,2019-09-05,RES,blank,2002/09,20.0,1121,833,17841,24010,blank,BW:29 SF (GE/NE) / BAL:24 SF (GI/NI) / PF:13 SF (GE/NE) / ,5620189,19100302050063,E,67.0,1,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 1,廣東道THE VICTORIA TOWERS|Phase|Block1,廣東道THE VICTORIA TOWERS|Phase|Block1|67|E,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰1座,廣東道","THE VICTORIA TOWERS(BLOCK 1),CANTON RD","THE VICTORIA TOWERS(Block 1),CANTON RD|港景峰1座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block1|67|Econsid20.0,67,很低,高層,西南,沒資料,良好,單位實用四正 交通方便 配套完善
17010,19062000210052,ASP,2019-05-20,RES,CP,1997/06,20.0,1080,864,18519,23148,blank,BW:31 SF (GI/NE) / ,5568209,19062000210052,D,6.0,1,blank,blank,blank,CARMEN'S GDN,嘉文花園,COX'S RD,覺士道,9,blank,KTST,KIL11064,CARMEN'S GDN||Phase |Block 1,覺士道CARMEN'S GDN|Phase|Block1,覺士道CARMEN'S GDN|Phase|Block1|6|D,尖沙咀,1997,23,blankblank,9 COX'S RD|覺士道,9 COX'S RD,9 覺士道,"嘉文花園1座,覺士道","CARMEN'S GDN(BLOCK 1),COX'S RD","CARMEN'S GDN(Block 1),COX'S RD|嘉文花園1座,覺士道",COX'S RDCARMEN'S GDNblankblank|Phaseblank|Block1|6|Dconsid20.0,6,很低,中層,南,四正,有,單位實用四正 交通方便 配套完善
16924,19050200430035,ASP,2019-04-18,RES,blank,2009/01,20.3,0,840,0,24167,blank,BW:35 SF (NE) / ,5535195,19050200430035,B,45.0,blank,blank,THE MASTERPIECE,名鑄,blank,blank,HANOI RD,河內道,18,blank,KTST,KIL11188,|THE MASTERPIECE名鑄|Phase |Block ,河內道THE MASTERPIECE名鑄|Phase|Block,河內道THE MASTERPIECE名鑄|Phase|Block|45|B,尖沙咀,2009,11,THE MASTERPIECE名鑄,18 HANOI RD|河內道,18 HANOI RD,18 河內道,"名鑄,河內道","THE MASTERPIECE,HANOI RD","THE MASTERPIECE,HANOI RD|名鑄,河內道",HANOI RDblankTHE MASTERPIECE名鑄|Phaseblank|Blockblank|45|Bconsid20.3,45,很低,中層,北,沒資料,基本,單位實用四正 交通方便 配套完善
16942,19051401280063,ASP,2019-05-03,RES,blank,2009/01,20.5,0,839,0,24434,blank,BW:35 SF (NE) / ,5542647,19051401280063,K,42.0,blank,blank,THE MASTERPIECE,名鑄,blank,blank,HANOI RD,河內道,18,blank,KTST,KIL11188,|THE MASTERPIECE名鑄|Phase |Block ,河內道THE MASTERPIECE名鑄|Phase|Block,河內道THE MASTERPIECE名鑄|Phase|Block|42|K,尖沙咀,2009,11,THE MASTERPIECE名鑄,18 HANOI RD|河內道,18 HANOI RD,18 河內道,"名鑄,河內道","THE MASTERPIECE,HANOI RD","THE MASTERPIECE,HANOI RD|名鑄,河內道",HANOI RDblankTHE MASTERPIECE名鑄|Phaseblank|Blockblank|42|Kconsid20.5,42,很低,低層,西北,四正,良好,業主減價 上車筍盤 歡迎約睇
17165,19101002120170,ASP,2019-09-20,RES,blank,1964/09,20.5,0,1160,0,17672,blank,blank,5623604,19101002120170,D,3.0,blank,blank,LAI YUEN,禮苑大廈,blank,blank,TAK HING ST,德興街,7,8,KTST,KIL10555,|LAI YUEN禮苑大廈|Phase |Block ,德興街LAI YUEN禮苑大廈|Phase|Block,德興街LAI YUEN禮苑大廈|Phase|Block|3|D,尖沙咀,1964,56,LAI YUEN禮苑大廈,7-8 TAK HING ST|德興街,7-8 TAK HING ST,7-8 德興街,"禮苑大廈,德興街","LAI YUEN,TAK HING ST","LAI YUEN,TAK HING ST|禮苑大廈,德興街",TAK HING STblankLAI YUEN禮苑大廈|Phaseblank|Blockblank|3|Dconsid20.5,3,高,中層,北,四正,良好,業主減價 上車筍盤 歡迎約睇
17312,20031601580068,ASP,2020-03-06,RES,blank,2007/01,20.6,1779,1165,11580,17682,blank,BW:56 SF (GI/NE) / BAL:33 SF (GI/NI) / UP:16 SF (GI/NI) / ,5684723,20031601580068,A,31.0,blank,blank,CITY 18,德成軒,blank,blank,TAK HING ST,德興街,18,blank,KTST,KIL10535RP,|CITY 18德成軒|Phase |Block ,德興街CITY 18德成軒|Phase|Block,德興街CITY 18德成軒|Phase|Block|31|A,尖沙咀,2007,13,CITY 18德成軒,18 TAK HING ST|德興街,18 TAK HING ST,18 德興街,"德成軒,德興街","CITY 18,TAK HING ST","CITY 18,TAK HING ST|德成軒,德興街",TAK HING STblankCITY 18德成軒|Phaseblank|Blockblank|31|Aconsid20.6,31,很低,中層,東北,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16951,19051501830203,ASP,2019-04-30,RES,blank,2009/01,20.69,0,839,0,24660,blank,BW:35 SF (NE) / ,5543877,19051501830203,K,43.0,blank,blank,THE MASTERPIECE,名鑄,blank,blank,HANOI RD,河內道,18,blank,KTST,KIL11188,|THE MASTERPIECE名鑄|Phase |Block ,河內道THE MASTERPIECE名鑄|Phase|Block,河內道THE MASTERPIECE名鑄|Phase|Block|43|K,尖沙咀,2009,11,THE MASTERPIECE名鑄,18 HANOI RD|河內道,18 HANOI RD,18 河內道,"名鑄,河內道","THE MASTERPIECE,HANOI RD","THE MASTERPIECE,HANOI RD|名鑄,河內道",HANOI RDblankTHE MASTERPIECE名鑄|Phaseblank|Blockblank|43|Kconsid20.69,43,很低,高層,西,四正,有,單位實用四正 交通方便 配套完善
17024,19062600750016,ASP,2019-05-31,RES,blank,1965/12,21.31,0,952,0,22384,blank,blank,5571737,19062600750016,B,2.0,blank,blank,DELITE MANS,嘉麗大廈,blank,blank,GRANVILLE CIRT,嘉蘭圍,3,blank,KTST,KIL8799 / KIL8785,|DELITE MANS嘉麗大廈|Phase |Block ,嘉蘭圍DELITE MANS嘉麗大廈|Phase|Block,嘉蘭圍DELITE MANS嘉麗大廈|Phase|Block|2|B,尖沙咀,1965,55,DELITE MANS嘉麗大廈,3 GRANVILLE CIRT|嘉蘭圍,3 GRANVILLE CIRT,3 嘉蘭圍,"嘉麗大廈,嘉蘭圍","DELITE MANS,GRANVILLE CIRT","DELITE MANS,GRANVILLE CIRT|嘉麗大廈,嘉蘭圍",GRANVILLE CIRTblankDELITE MANS嘉麗大廈|Phaseblank|Blockblank|2|Bconsid21.31,2,近乎零,中層,東南,四正,有,業主減價 上車筍盤 歡迎約睇
17043,19070801870017,ASP,2019-06-27,RES,PT,1964/05,21.8,0,1152,0,18924,blank,blank,5577598,19070801870017,C,6.0,blank,blank,KIM HING MANS,金興大廈,blank,blank,KIMBERLEY RD,金巴利道,49,51,KTST,KIL7410 / KIL6435,|KIM HING MANS金興大廈|Phase |Block ,金巴利道KIM HING MANS金興大廈|Phase|Block,金巴利道KIM HING MANS金興大廈|Phase|Block|6|C,尖沙咀,1964,56,KIM HING MANS金興大廈,49-51 KIMBERLEY RD|金巴利道,49-51 KIMBERLEY RD,49-51 金巴利道,"金興大廈,金巴利道","KIM HING MANS,KIMBERLEY RD","KIM HING MANS,KIMBERLEY RD|金興大廈,金巴利道",KIMBERLEY RDblankKIM HING MANS金興大廈|Phaseblank|Blockblank|6|Cconsid21.8,6,高,高層,西,呂字型,良好,業主減價 上車筍盤 歡迎約睇
17049,19071200290054,ASP,2019-06-27,RES,blank,2002/09,22.0,1121,833,19625,26411,blank,BW:29 SF (GE/NE) / BAL:24 SF (GI/NI) / PF:13 SF (GE/NE) / ,5580049,19071200290054,E,66.0,1,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 1,廣東道THE VICTORIA TOWERS|Phase|Block1,廣東道THE VICTORIA TOWERS|Phase|Block1|66|E,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰1座,廣東道","THE VICTORIA TOWERS(BLOCK 1),CANTON RD","THE VICTORIA TOWERS(Block 1),CANTON RD|港景峰1座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block1|66|Econsid22.0,66,很低,中層,西北,呂字型,基本,單位實用四正 交通方便 配套完善
17019,19062102550108,ASP,2019-05-24,RES,blank,1959/03,22.3385,0,610,0,36620,blank,FR:118 SF / ,5569745,19062102550108,B,10.0,blank,blank,HANKOW APTS,漢口大廈,blank,blank,HANKOW RD,漢口道,43,49A,KTST,KIL7306,|HANKOW APTS漢口大廈|Phase |Block ,漢口道HANKOW APTS漢口大廈|Phase|Block,漢口道HANKOW APTS漢口大廈|Phase|Block|10|B,尖沙咀,1959,61,HANKOW APTS漢口大廈,43-49A HANKOW RD|漢口道,43-49A HANKOW RD,43-49A 漢口道,"漢口大廈,漢口道","HANKOW APTS,HANKOW RD","HANKOW APTS,HANKOW RD|漢口大廈,漢口道",HANKOW RDblankHANKOW APTS漢口大廈|Phaseblank|Blockblank|10|Bconsid22.3385,10,高,中層,東南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
16919,19043001960025,ASP,2019-04-18,RES,blank,2002/09,23.3,1272,946,18318,24630,blank,BW:36 SF (GE/NE) / PF:11 SF (GE/NE) / ,5534786,19043001960025,B,18.0,2,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 2,廣東道THE VICTORIA TOWERS|Phase|Block2,廣東道THE VICTORIA TOWERS|Phase|Block2|18|B,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰2座,廣東道","THE VICTORIA TOWERS(BLOCK 2),CANTON RD","THE VICTORIA TOWERS(Block 2),CANTON RD|港景峰2座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block2|18|Bconsid23.3,18,很低,高層,西北,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17013,19062002490275,ASP,2019-05-21,RES,blank,1959/03,23.3,0,745,0,31275,blank,blank,5568941,19062002490275,A,8.0,blank,blank,HANKOW APTS,漢口大廈,blank,blank,HANKOW RD,漢口道,43,49A,KTST,KIL7306,|HANKOW APTS漢口大廈|Phase |Block ,漢口道HANKOW APTS漢口大廈|Phase|Block,漢口道HANKOW APTS漢口大廈|Phase|Block|8|A,尖沙咀,1959,61,HANKOW APTS漢口大廈,43-49A HANKOW RD|漢口道,43-49A HANKOW RD,43-49A 漢口道,"漢口大廈,漢口道","HANKOW APTS,HANKOW RD","HANKOW APTS,HANKOW RD|漢口大廈,漢口道",HANKOW RDblankHANKOW APTS漢口大廈|Phaseblank|Blockblank|8|Aconsid23.3,8,高,中層,東北,沒資料,良好,單位實用四正 交通方便 配套完善
17001,19061402200208,ASP,2019-05-17,RES,blank,1959/03,23.353,0,790,0,29561,blank,blank,5565471,19061402200208,B,8.0,blank,blank,HANKOW APTS,漢口大廈,blank,blank,HANKOW RD,漢口道,43,49A,KTST,KIL7306,|HANKOW APTS漢口大廈|Phase |Block ,漢口道HANKOW APTS漢口大廈|Phase|Block,漢口道HANKOW APTS漢口大廈|Phase|Block|8|B,尖沙咀,1959,61,HANKOW APTS漢口大廈,43-49A HANKOW RD|漢口道,43-49A HANKOW RD,43-49A 漢口道,"漢口大廈,漢口道","HANKOW APTS,HANKOW RD","HANKOW APTS,HANKOW RD|漢口大廈,漢口道",HANKOW RDblankHANKOW APTS漢口大廈|Phaseblank|Blockblank|8|Bconsid23.353,8,高,中層,南,四正,基本,單位實用四正 交通方便 配套完善
17164,19101000720048,ASP,2019-10-04,RES,blank,2002/09,24.5,1256,947,19506,25871,blank,BW:27 SF (GE/NE) / BAL:28 SF (GI/NI) / PF:6 SF (GE/NE) / ,5623241,19101000720048,G,32.0,2,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 2,廣東道THE VICTORIA TOWERS|Phase|Block2,廣東道THE VICTORIA TOWERS|Phase|Block2|32|G,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰2座,廣東道","THE VICTORIA TOWERS(BLOCK 2),CANTON RD","THE VICTORIA TOWERS(Block 2),CANTON RD|港景峰2座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block2|32|Gconsid24.5,32,很低,低層,東南,沒資料,基本,單位實用四正 交通方便 配套完善
17018,19062102550093,ASP,2019-05-24,RES,blank,1959/03,25.2495,0,679,0,37186,blank,FR:78 SF / ,5569744,19062102550093,C,10.0,blank,blank,HANKOW APTS,漢口大廈,blank,blank,HANKOW RD,漢口道,43,49A,KTST,KIL7306,|HANKOW APTS漢口大廈|Phase |Block ,漢口道HANKOW APTS漢口大廈|Phase|Block,漢口道HANKOW APTS漢口大廈|Phase|Block|10|C,尖沙咀,1959,61,HANKOW APTS漢口大廈,43-49A HANKOW RD|漢口道,43-49A HANKOW RD,43-49A 漢口道,"漢口大廈,漢口道","HANKOW APTS,HANKOW RD","HANKOW APTS,HANKOW RD|漢口大廈,漢口道",HANKOW RDblankHANKOW APTS漢口大廈|Phaseblank|Blockblank|10|Cconsid25.2495,10,高,高層,西北,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17068,19072900270128,ASP,2019-07-09,RES,blank,2002/09,27.0,1282,949,21061,28451,blank,BW:32 SF (GE/NE) / BAL:27 SF (GI/NI) / PF:20 SF (GE/NE) / ,5588718,19072900270128,D,47.0,3,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 3,廣東道THE VICTORIA TOWERS|Phase|Block3,廣東道THE VICTORIA TOWERS|Phase|Block3|47|D,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰3座,廣東道","THE VICTORIA TOWERS(BLOCK 3),CANTON RD","THE VICTORIA TOWERS(Block 3),CANTON RD|港景峰3座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block3|47|Dconsid27.0,47,很低,高層,南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17396,20060400630125,ASP,2020-05-28,RES,CP,1997/06,28.5,1266,1011,22512,28190,blank,BW:65 SF (GI/NE) / ,5717912,20060400630125,A,13.0,1,blank,blank,blank,CARMEN'S GDN,嘉文花園,COX'S RD,覺士道,9,blank,KTST,KIL11064,CARMEN'S GDN||Phase |Block 1,覺士道CARMEN'S GDN|Phase|Block1,覺士道CARMEN'S GDN|Phase|Block1|13|A,尖沙咀,1997,23,blankblank,9 COX'S RD|覺士道,9 COX'S RD,9 覺士道,"嘉文花園1座,覺士道","CARMEN'S GDN(BLOCK 1),COX'S RD","CARMEN'S GDN(Block 1),COX'S RD|嘉文花園1座,覺士道",COX'S RDCARMEN'S GDNblankblank|Phaseblank|Block1|13|Aconsid28.5,13,很低,高層,西南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17044,19070900430121,ASP,2019-06-25,RES,CP,1997/06,31.0,1278,1022,24257,30333,blank,BW:62 SF (GI/NE) / ,5578512,19070900430121,A,11.0,3,blank,blank,blank,CARMEN'S GDN,嘉文花園,COX'S RD,覺士道,9,blank,KTST,KIL11064,CARMEN'S GDN||Phase |Block 3,覺士道CARMEN'S GDN|Phase|Block3,覺士道CARMEN'S GDN|Phase|Block3|11|A,尖沙咀,1997,23,blankblank,9 COX'S RD|覺士道,9 COX'S RD,9 覺士道,"嘉文花園3座,覺士道","CARMEN'S GDN(BLOCK 3),COX'S RD","CARMEN'S GDN(Block 3),COX'S RD|嘉文花園3座,覺士道",COX'S RDCARMEN'S GDNblankblank|Phaseblank|Block3|11|Aconsid31.0,11,很低,中層,東北,沒資料,有,單位實用四正 交通方便 配套完善
16949,19051500700451,ASP,2019-04-25,RES,blank,2009/01,31.5,0,1115,0,28251,blank,BW:63 SF (NE) / ,5543583,19051500700451,J,42.0,blank,blank,THE MASTERPIECE,名鑄,blank,blank,HANOI RD,河內道,18,blank,KTST,KIL11188,|THE MASTERPIECE名鑄|Phase |Block ,河內道THE MASTERPIECE名鑄|Phase|Block,河內道THE MASTERPIECE名鑄|Phase|Block|42|J,尖沙咀,2009,11,THE MASTERPIECE名鑄,18 HANOI RD|河內道,18 HANOI RD,18 河內道,"名鑄,河內道","THE MASTERPIECE,HANOI RD","THE MASTERPIECE,HANOI RD|名鑄,河內道",HANOI RDblankTHE MASTERPIECE名鑄|Phaseblank|Blockblank|42|Jconsid31.5,42,很低,中層,西,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17078,19080202100067,ASP,2019-07-15,RES,blank,2009/01,31.5,0,1115,0,28251,blank,BW:63 SF (NE) / ,5591778,19080202100067,J,41.0,blank,blank,THE MASTERPIECE,名鑄,blank,blank,HANOI RD,河內道,18,blank,KTST,KIL11188,|THE MASTERPIECE名鑄|Phase |Block ,河內道THE MASTERPIECE名鑄|Phase|Block,河內道THE MASTERPIECE名鑄|Phase|Block|41|J,尖沙咀,2009,11,THE MASTERPIECE名鑄,18 HANOI RD|河內道,18 HANOI RD,18 河內道,"名鑄,河內道","THE MASTERPIECE,HANOI RD","THE MASTERPIECE,HANOI RD|名鑄,河內道",HANOI RDblankTHE MASTERPIECE名鑄|Phaseblank|Blockblank|41|Jconsid31.5,41,很低,中層,西南,呂字型,良好,單位實用四正 交通方便 配套完善
16992,19060602530080,ASP,2019-05-23,RES,CP,1997/06,32.0,1278,1022,25039,31311,blank,BW:62 SF (GI/NE) / ,5561775,19060602530080,A,19.0,3,blank,blank,blank,CARMEN'S GDN,嘉文花園,COX'S RD,覺士道,9,blank,KTST,KIL11064,CARMEN'S GDN||Phase |Block 3,覺士道CARMEN'S GDN|Phase|Block3,覺士道CARMEN'S GDN|Phase|Block3|19|A,尖沙咀,1997,23,blankblank,9 COX'S RD|覺士道,9 COX'S RD,9 覺士道,"嘉文花園3座,覺士道","CARMEN'S GDN(BLOCK 3),COX'S RD","CARMEN'S GDN(Block 3),COX'S RD|嘉文花園3座,覺士道",COX'S RDCARMEN'S GDNblankblank|Phaseblank|Block3|19|Aconsid32.0,19,很低,高層,北,沒資料,良好,單位實用四正 交通方便 配套完善
17446,20072300820072,ASP,2020-07-06,RES,blank,2009/01,33.0,0,1136,0,29049,blank,BW:48 SF (NE) / ,5744084,20072300820072,F,27.0,blank,blank,THE MASTERPIECE,名鑄,blank,blank,HANOI RD,河內道,18,blank,KTST,KIL11188,|THE MASTERPIECE名鑄|Phase |Block ,河內道THE MASTERPIECE名鑄|Phase|Block,河內道THE MASTERPIECE名鑄|Phase|Block|27|F,尖沙咀,2009,11,THE MASTERPIECE名鑄,18 HANOI RD|河內道,18 HANOI RD,18 河內道,"名鑄,河內道","THE MASTERPIECE,HANOI RD","THE MASTERPIECE,HANOI RD|名鑄,河內道",HANOI RDblankTHE MASTERPIECE名鑄|Phaseblank|Blockblank|27|Fconsid33.0,27,很低,中層,東北,沒資料,基本,業主減價 上車筍盤 歡迎約睇
17186,19103101160045,ASP,2019-10-14,RES,blank,2009/01,91.938,0,2310,0,39800,blank,BW:125 SF (NE) / ,5634110,19103101160045,J,63.0,blank,blank,THE MASTERPIECE,名鑄,blank,blank,HANOI RD,河內道,18,blank,KTST,KIL11188,|THE MASTERPIECE名鑄|Phase |Block ,河內道THE MASTERPIECE名鑄|Phase|Block,河內道THE MASTERPIECE名鑄|Phase|Block|63|J,尖沙咀,2009,11,THE MASTERPIECE名鑄,18 HANOI RD|河內道,18 HANOI RD,18 河內道,"名鑄,河內道","THE MASTERPIECE,HANOI RD","THE MASTERPIECE,HANOI RD|名鑄,河內道",HANOI RDblankTHE MASTERPIECE名鑄|Phaseblank|Blockblank|63|Jconsid91.938,63,很低,低層,西南,四正,基本,業主減價 上車筍盤 歡迎約睇
